CNN,street1,street2,street3,street4
27519000,CROSSOVER DR,25TH AVE,FULTON ST,
27519000,25TH AVE,CROSSOVER DR,FULTON ST,
6879000,HEMWAY TER,ASHBURY ST,FULTON ST,
4536201,CROSSOVER DR,25TH AVE,FULTON ST,
27881000,43RD AVE,CHAIN OF LAKES DR,FULTON ST,
27881000,CHAIN OF LAKES DR,43RD AVE,FULTON ST,
3880000,CHAIN OF LAKES DR,43RD AVE,FULTON ST,
11111000,ROCKRIDGE DR,12TH AVE,FUNSTON AVE,
27111000,ROCKRIDGE DR,12TH AVE,FUNSTON AVE,
27131000,PACHECO ST,CASCADE WALK,FUNSTON AVE,
26513000,LAGUNA ST,CLEARY CT,GALILEE LN,
7962000,LAGUNA ST,CLEARY CT,GALILEE LN,
5987000,SAM JORDANS WAY,03RD ST,GALVEZ AVE,
20231000,SAM JORDANS WAY,03RD ST,GALVEZ AVE,
34107000,13TH TI ST,AVENUE H,GATEVIEW AVE,
34107000,AVENUE H,13TH TI ST,GATEVIEW AVE,
14081000,13TH TI ST,AVENUE H,GATEVIEW AVE,
10536000,POINT LOBOS AVE,42ND AVE,GEARY BLVD,
27917000,POINT LOBOS AVE,42ND AVE,GEARY BLVD,
26811000,SAINT JOSEPHS AVE,BAKER ST,GEARY BLVD,
25197000,VAN NESS AVE,GEARY BLVD,GEARY ST,
13153101,VAN NESS AVE,GEARY BLVD,GEARY ST,
13153201,VAN NESS AVE,GEARY BLVD,GEARY ST,
21818000,JUSTIN DR,COLLEGE AVE,GENEBERN WAY,
7718000,JUSTIN DR,COLLEGE AVE,GENEBERN WAY,
21359000,WALBRIDGE ST,CARTER ST,GENEVA AVE,
9818101,OCEAN AVE,FRIDA KAHLO WAY,GENEVA AVE,
9818201,OCEAN AVE,FRIDA KAHLO WAY,GENEVA AVE,
22192000,OCEAN AVE,FRIDA KAHLO WAY,GENEVA AVE,
13344000,WALBRIDGE ST,CARTER ST,GENEVA AVE,
7179000,ILS LN,COLUMBUS AVE,GIBB ST,
24782000,ILS LN,COLUMBUS AVE,GIBB ST,
23873000,JEFF ADACHI WAY,BRANNAN ST,GILBERT ST,
20472000,PAUL AVE,03RD ST,GILMAN AVE,
10306000,PAUL AVE,03RD ST,GILMAN AVE,
20546000,SAN BRUNO AVE,03RD ST,GIRARD ST,
11393000,SAN BRUNO AVE,03RD ST,GIRARD ST,
27036000,CHRISTOPHER DR,CRESTMONT DR,GLENHAVEN LN,
3999000,CHRISTOPHER DR,CRESTMONT DR,GLENHAVEN LN,
27036000,CRESTMONT DR,CHRISTOPHER DR,GLENHAVEN LN,
4526000,CRESTMONT DR,CHRISTOPHER DR,GLENHAVEN LN,
4542000,CRYSTAL ST,DE LONG ST,GOETHE ST,
22463000,DE LONG ST,CRYSTAL ST,GOETHE ST,
22463000,CRYSTAL ST,DE LONG ST,GOETHE ST,
4645000,DE LONG ST,CRYSTAL ST,GOETHE ST,
20304000,WILDE AVE,ALPHA ST,GOETTINGEN ST,
21990000,DIAMOND HEIGHTS BLVD,ADDISON ST,GOLD MINE DR,
9950000,ONIQUE LN,COLLEEN WAY,GOLD MINE DR,
21990000,ADDISON ST,DIAMOND HEIGHTS BLVD,GOLD MINE DR,
4780101,DIAMOND HEIGHTS BLVD,ADDISON ST,GOLD MINE DR,
22000000,ONIQUE LN,COLLEEN WAY,GOLD MINE DR,
4780201,DIAMOND HEIGHTS BLVD,ADDISON ST,GOLD MINE DR,
24922000,TAYLOR ST,06TH ST,GOLDEN GATE AVE,
8750201,MARKET ST,06TH ST,GOLDEN GATE AVE,
8750101,MARKET ST,06TH ST,GOLDEN GATE AVE,
12425000,TAYLOR ST,06TH ST,GOLDEN GATE AVE,
24922000,MARKET ST,06TH ST,GOLDEN GATE AVE,
27967000,JOHN F KENNEDY DR,47TH AVE,GOLF COURSE ACCESS RD,
7548000,JOHN F KENNEDY DR,47TH AVE,GOLF COURSE ACCESS RD,
33492000,UNNAMED 106,CRESPI DR,GONZALEZ DR,
11766000,SERRANO DR,CRESPI DR,GONZALEZ DR,
33490000,SERRANO DR,CRESPI DR,GONZALEZ DR,
12976000,UNNAMED 106,CRESPI DR,GONZALEZ DR,
54239000,HWY 101 SOUTHBOUND RAMP,GIRARD RD,GORGAS AVE,
54239000,MARINA BLVD,GIRARD RD,GORGAS AVE,
27024000,LYON ST,FRANCISCO ST,GORGAS AVE,
52092000,SAN JOSE AVE,CALVERT DR,GORHAM ST,
11421000,SAN JOSE AVE,CALVERT DR,GORHAM ST,
26494000,PETER YORKE WAY,GEARY BLVD,GOUGH ST,
10384000,PETER YORKE WAY,GEARY BLVD,GOUGH ST,
26494000,STARR KING WAY,GEARY BLVD,GOUGH ST,
9995000,ORIZABA AVE,GARFIELD ST,GRAFTON AVE,
28148000,MOUNT VERNON AVE,GETZ ST,GRAFTON AVE,
22607000,ORIZABA AVE,GARFIELD ST,GRAFTON AVE,
4218000,CLIPPER ST,CLIPPER TER,GRAND VIEW AVE,
4220000,CLIPPER TER,CLIPPER ST,GRAND VIEW AVE,
26100000,DIXIE ALY,ALVARADO ST,GRAND VIEW AVE,
22325000,CLIPPER TER,CLIPPER ST,GRAND VIEW AVE,
22325000,CLIPPER ST,CLIPPER TER,GRAND VIEW AVE,
26100000,ALVARADO ST,DIXIE ALY,GRAND VIEW AVE,
12562101,THE EMBARCADERO,BEACH ST,GRANT AVE,
12562201,THE EMBARCADERO,BEACH ST,GRANT AVE,
25475000,THE EMBARCADERO,BEACH ST,GRANT AVE,
23506000,TARAVAL ST,48TH AVE,GREAT HWY,
23505000,ULLOA ST,48TH AVE,GREAT HWY,
12213000,STOCKTON ST,COLUMBUS AVE,GREEN ST,
25352000,STOCKTON ST,COLUMBUS AVE,GREEN ST,
25442000,SCOTLAND ST,COLUMBUS AVE,GREENWICH ST,
24429000,MARKET ST,08TH ST,GROVE ST,
8752201,MARKET ST,08TH ST,GROVE ST,
8752101,MARKET ST,08TH ST,GROVE ST,
24429000,HYDE ST,08TH ST,GROVE ST,
24437000,POLK ST,DR CARLTON B GOODLETT PL,GROVE ST,
7112000,HYDE ST,08TH ST,GROVE ST,
21351000,SAN JOSE AVE,28TH ST,GUERRERO ST,
11436201,SAN JOSE AVE,28TH ST,GUERRERO ST,
11436101,SAN JOSE AVE,28TH ST,GUERRERO ST,
30753000,MARKET ST,GOUGH ST,HAIGHT ST,
26322000,BUENA VISTA AVE WEST,BUENA VISTA AVE,HAIGHT ST,
8758101,MARKET ST,GOUGH ST,HAIGHT ST,
8758201,MARKET ST,GOUGH ST,HAIGHT ST,
26033000,BAKER ST,BUENA VISTA AVE,HAIGHT ST,
2604000,BAKER ST,BUENA VISTA AVE,HAIGHT ST,
2480201,CESAR CHAVEZ ST,CESAR CHAVEZ ON RAMP,HAMPSHIRE ST,
33287000,CESAR CHAVEZ ON RAMP,CESAR CHAVEZ ST,HAMPSHIRE ST,
2480101,CESAR CHAVEZ ST,CESAR CHAVEZ ON RAMP,HAMPSHIRE ST,
33287000,CESAR CHAVEZ ST,CESAR CHAVEZ ON RAMP,HAMPSHIRE ST,
51268000,MORAGA AVE,FUNSTON AVE,HARDIE AVE,
19563000,MORAGA AVE,FUNSTON AVE,HARDIE AVE,
12581000,THOMAS MELLON DR,ALANA WAY,HARNEY WAY,
20257000,THOMAS MELLON DR,ALANA WAY,HARNEY WAY,
51368000,WASHINGTON BLVD,CENTRAL MAGAZINE RD,HARRISON BLVD,
19904000,WASHINGTON BLVD,CENTRAL MAGAZINE RD,HARRISON BLVD,
23906000,I-80 W ON RAMP,04TH ST,HARRISON ST,
24494000,I-80 E ON RAMP,01ST ST,HARRISON ST,
30018000,I-80 E ON RAMP,ESSEX ST,HARRISON ST,
19380000,I-80 W ON RAMP,04TH ST,HARRISON ST,
23908000,I-80 W OFF RAMP,05TH ST,HARRISON ST,
12682000,TREAT AVE,16TH ST,HARRISON ST,
24055000,TREAT AVE,16TH ST,HARRISON ST,
19359000,I-80 E ON RAMP,01ST ST,HARRISON ST,
19360000,I-80 E ON RAMP,ESSEX ST,HARRISON ST,
24509000,I-80 W OFF RAMP,FREMONT ST,HARRISON ST,
26160000,STORRIE ST,18TH ST,HATTIE ST,
13614000,WHITNEY YOUNG CIR,CARPENTER CT,HAWKINS LN,
7073000,HUDSON AVE,ARDATH CT,HAWKINS LN,
20185000,HUDSON AVE,ARDATH CT,HAWKINS LN,
28150000,WHITNEY YOUNG CIR,CARPENTER CT,HAWKINS LN,
22803000,LOS PALMOS DR,GLOBE ALY,HAZELWOOD AVE,
22810000,YERBA BUENA AVE,CASITAS AVE,HAZELWOOD AVE,
13752000,YERBA BUENA AVE,CASITAS AVE,HAZELWOOD AVE,
34150000,NORTH GATE RD,HARRIET LN,HEALY AVE,
26448000,FULTON ST,ASHBURY ST,HEMWAY TER,
5898000,FULTON ST,ASHBURY ST,HEMWAY TER,
26448000,ASHBURY ST,FULTON ST,HEMWAY TER,
2508000,ASHBURY ST,FULTON ST,HEMWAY TER,
23858000,KANSAS ST,15TH ST,HENRY ADAMS ST,
7726000,KANSAS ST,15TH ST,HENRY ADAMS ST,
22854000,VASQUEZ AVE,GARCIA AVE,HERNANDEZ AVE,
13184000,VASQUEZ AVE,GARCIA AVE,HERNANDEZ AVE,
2822103,BAY SHORE BLVD,BAYVIEW PARK RD,HESTER AVE,
33209000,BAYVIEW PARK RD,BAY SHORE BLVD,HESTER AVE,
2834000,BAYVIEW PARK RD,BAY SHORE BLVD,HESTER AVE,
2822201,BAY SHORE BLVD,BAYVIEW PARK RD,HESTER AVE,
33209000,BAY SHORE BLVD,BAYVIEW PARK RD,HESTER AVE,
9465000,MYRA WAY,COVENTRY LN,HILLCREST CT,
22391000,MYRA WAY,COVENTRY LN,HILLCREST CT,
33387000,LAMARTINE ST,CALVERT DR,HILLSIDE LN,
7212000,INDUSTRIAL ST ON RAMP,BAY SHORE BLVD,HILTON ST,
33630000,INDUSTRIAL ST ON RAMP,BAY SHORE BLVD,HILTON ST,
12376000,TAPIA DR,FONT BLVD,HOLLOWAY AVE,
33484000,TAPIA DR,FONT BLVD,HOLLOWAY AVE,
11918000,SILVER AVE,BOYLSTON ST,HOLYOKE ST,
20909000,SILVER AVE,BOYLSTON ST,HOLYOKE ST,
26117000,ARGENT ALY,CORBETT AVE,HOPKINS AVE,
26117000,CORBETT AVE,ARGENT ALY,HOPKINS AVE,
4392000,CORBETT AVE,ARGENT ALY,HOPKINS AVE,
19435000,LINCOLN BLVD,BOWLEY ST,HOWARD RD,
51390000,LINCOLN BLVD,BOWLEY ST,HOWARD RD,
20164000,HUNTERS POINT BLVD,HAWES ST,HUDSON AVE,
6806000,HAWKINS LN,ARDATH CT,HUDSON AVE,
20185000,HAWKINS LN,ARDATH CT,HUDSON AVE,
7094000,HUNTERS POINT BLVD,HAWES ST,HUDSON AVE,
2403000,ARDATH CT,HAWKINS LN,HUDSON AVE,
20185000,ARDATH CT,HAWKINS LN,HUDSON AVE,
20164000,HUDSON AVE,HAWES ST,HUNTERS POINT BLVD,
20164000,HAWES ST,HUDSON AVE,HUNTERS POINT BLVD,
7068000,HUDSON AVE,HAWES ST,HUNTERS POINT BLVD,
6788000,HAWES ST,HUDSON AVE,HUNTERS POINT BLVD,
27628000,PARK PRESIDIO BLVD,HWY 1 NORTHBOUND,HWY 1 SOUTHBOUND,
10265101,PARK PRESIDIO BLVD,HWY 1 NORTHBOUND,HWY 1 SOUTHBOUND,
27628000,LAKE ST,HWY 1 NORTHBOUND,HWY 1 SOUTHBOUND,
10265201,PARK PRESIDIO BLVD,HWY 1 NORTHBOUND,HWY 1 SOUTHBOUND,
8022000,LAKE ST,HWY 1 NORTHBOUND,HWY 1 SOUTHBOUND,
33751000,BAY SHORE BLVD OFF RAMP,BAY SHORE BLVD,HWY 101 N OFF RAMP,JERROLD AVE
459000,09TH ST,BRYANT ST,HWY 101 N OFF RAMP,
20465000,03RD ST,BAY SHORE BLVD,HWY 101 N OFF RAMP,
2829000,BAY SHORE BLVD OFF RAMP,BAY SHORE BLVD,HWY 101 N OFF RAMP,JERROLD AVE
2820000,BAY SHORE BLVD,03RD ST,HWY 101 N OFF RAMP,
24198000,09TH ST,BRYANT ST,HWY 101 N OFF RAMP,
3299000,BRYANT ST,09TH ST,HWY 101 N OFF RAMP,
24198000,BRYANT ST,09TH ST,HWY 101 N OFF RAMP,
2799103,BAY SHORE BLVD,BAY SHORE BLVD OFF RAMP,HWY 101 N OFF RAMP,JERROLD AVE
20465000,BAY SHORE BLVD,03RD ST,HWY 101 N OFF RAMP,
33751000,BAY SHORE BLVD,BAY SHORE BLVD OFF RAMP,HWY 101 N OFF RAMP,JERROLD AVE
51187000,UNNAMED 078,HWY 101 N OFF RAMP,HWY 101 N ON RAMP,
33690000,SAN BRUNO AV OFF RAMP,ALEMANY BLVD,HWY 101 N ON RAMP,
4978201,DUBOCE AVE,13TH ST,HWY 101 NORTHBOUND RAMP,OTIS ST
4978101,DUBOCE AVE,13TH ST,HWY 101 NORTHBOUND RAMP,OTIS ST
33027000,DUBOCE AVE,13TH ST,HWY 101 NORTHBOUND RAMP,OTIS ST
33027000,13TH ST,DUBOCE AVE,HWY 101 NORTHBOUND RAMP,OTIS ST
28073000,PUTNAM ST,ALEMANY BLVD,HWY 101 S OFF RAMP,
51761000,POTRERO AVE,BAY SHORE BLVD OFF RAMP,HWY 101 S OFF RAMP,
2799202,BAY SHORE BLVD,BAY SHORE BLVD ON RAMP,HWY 101 S OFF RAMP,
33279000,BAY SHORE BLVD,BAY SHORE BLVD ON RAMP,HWY 101 S OFF RAMP,
52254000,CESAR CHAVEZ ST,ANDREW ST,HWY 101 S OFF RAMP,
52254000,ANDREW ST,CESAR CHAVEZ ST,HWY 101 S OFF RAMP,
33279000,BAY SHORE BLVD ON RAMP,BAY SHORE BLVD,HWY 101 S OFF RAMP,
2479203,CESAR CHAVEZ ST,ANDREW ST,HWY 101 S OFF RAMP,
20569000,CRANE ST,BAY SHORE BLVD,HWY 101 S ON RAMP,
51333000,MERCHANT RD,HWY 101 S OFF RAMP,HWY 101 S ON RAMP,
11374000,SAN BRUNO AVE,HWY 101 S OFF RAMP,HWY 101 S ON RAMP,
51760000,POTRERO AVE,BAY SHORE BLVD ON RAMP,HWY 101 S ON RAMP,
2816000,BAY SHORE BLVD,CRANE ST,HWY 101 S ON RAMP,
51333000,UNNAMED 152,HWY 101 S OFF RAMP,HWY 101 S ON RAMP,
11873000,SILLIMAN ST,HWY 101 S OFF RAMP,HWY 101 S ON RAMP,
7434000,JAMESTOWN AVE,03RD ST,HWY 101 S ON RAMP,
20569000,BAY SHORE BLVD,CRANE ST,HWY 101 S ON RAMP,
20651000,SAN BRUNO AVE,HWY 101 S OFF RAMP,HWY 101 S ON RAMP,
20460000,JAMESTOWN AVE,03RD ST,HWY 101 S ON RAMP,
19543000,MERCHANT RD,HWY 101 S OFF RAMP,HWY 101 S ON RAMP,
20651000,SILLIMAN ST,HWY 101 S OFF RAMP,HWY 101 S ON RAMP,
24192000,BRYANT ST,10TH ST,HWY 101 S ON RAMP,
24192000,10TH ST,BRYANT ST,HWY 101 S ON RAMP,
491000,10TH ST,BRYANT ST,HWY 101 S ON RAMP,
3301000,BRYANT ST,10TH ST,HWY 101 S ON RAMP,
9875401,OCTAVIA ST,HWY 101 NORTHBOUND,HWY 101 SOUTHBOUND,
9875301,OCTAVIA ST,HWY 101 NORTHBOUND,HWY 101 SOUTHBOUND,
30756000,MARKET ST,HWY 101 NORTHBOUND,HWY 101 SOUTHBOUND,
8760202,MARKET ST,HWY 101 NORTHBOUND,HWY 101 SOUTHBOUND,
30756000,OCTAVIA ST,HWY 101 NORTHBOUND,HWY 101 SOUTHBOUND,
54236000,RICHARDSON AVE,GORGAS AVE,HWY 101 SOUTHBOUND,
8760101,MARKET ST,HWY 101 NORTHBOUND,HWY 101 SOUTHBOUND,
54239000,GIRARD RD,GORGAS AVE,HWY 101 SOUTHBOUND RAMP,
52102000,HWY 1 TO HWY 101 NORTHBOUND RAMP,HWY 1 NORTHBOUND,HWY 101 SOUTHBOUND RAMP,
54239000,GORGAS AVE,GIRARD RD,HWY 101 SOUTHBOUND RAMP,
52102000,HWY 1 NORTHBOUND,HWY 1 TO HWY 101 NORTHBOUND RAMP,HWY 101 SOUTHBOUND RAMP,
19187000,HWY 1 TO HWY 101 NORTHBOUND RAMP,HWY 1 NORTHBOUND,HWY 101 SOUTHBOUND RAMP,
24429000,GROVE ST,08TH ST,HYDE ST,
6552000,GROVE ST,08TH ST,HYDE ST,
24331000,UNITED NATIONS PLZ,FULTON ST,HYDE ST,
404000,08TH ST,GROVE ST,HYDE ST,
24429000,08TH ST,GROVE ST,HYDE ST,
23611000,PENNSYLVANIA AVE,CESAR CHAVEZ ST,I-280 N OFF RAMP,
19295000,I-280 N ON RAMP,GENEVA AVE,I-280 N OFF RAMP,
23819000,I-280 S ON RAMP,05TH ST,I-280 N OFF RAMP,
23819000,KING ST,05TH ST,I-280 N OFF RAMP,
52261000,I-280 N ON RAMP,GENEVA AVE,I-280 N OFF RAMP,
19330000,I-280 S ON RAMP,05TH ST,I-280 N OFF RAMP,
19292000,I-280 N ON RAMP,ALEMANY BLVD,I-280 N OFF RAMP,
7835001,KING ST,05TH ST,I-280 N OFF RAMP,
52273000,I-280 N ON RAMP,ALEMANY BLVD,I-280 N OFF RAMP,
6131101,GENEVA AVE,I-280 N OFF RAMP,I-280 N ON RAMP,
21812000,I-280 S OFF RAMP,CIRCULAR AVE,I-280 N ON RAMP,
9272201,MONTEREY BLVD,CIRCULAR AVE,I-280 N ON RAMP,
52261000,GENEVA AVE,I-280 N OFF RAMP,I-280 N ON RAMP,
11469000,SAN JOSE AVE,ALEMANY BLVD,I-280 N ON RAMP,
6131201,GENEVA AVE,I-280 N OFF RAMP,I-280 N ON RAMP,
22460000,REGENT ST,ALEMANY BLVD,I-280 N ON RAMP,
52273000,I-280 N OFF RAMP,ALEMANY BLVD,I-280 N ON RAMP,
21812000,MONTEREY BLVD,CIRCULAR AVE,I-280 N ON RAMP,
23609000,INDIANA ST,25TH ST,I-280 N ON RAMP,
52261000,I-280 N OFF RAMP,GENEVA AVE,I-280 N ON RAMP,
7199000,INDIANA ST,25TH ST,I-280 N ON RAMP,
22460000,SAN JOSE AVE,ALEMANY BLVD,I-280 N ON RAMP,
9272101,MONTEREY BLVD,CIRCULAR AVE,I-280 N ON RAMP,
52273000,ALEMANY BLVD,I-280 N OFF RAMP,I-280 N ON RAMP,
2157102,ALEMANY BLVD,I-280 N OFF RAMP,I-280 N ON RAMP,
52272000,I-280 TO HWY 101 RAMP,I-280 N ON RAMP,I-280 NORTHBOUND,
52142000,I-280 TO HWY 101 RAMP,HWY 101 S ON RAMP,I-280 NORTHBOUND,
19354000,I-280 TO HWY 101 RAMP,I-280 N ON RAMP,I-280 NORTHBOUND,
341000,06TH ST,BRANNAN ST,I-280 NORTHBOUND,
23890000,BRANNAN ST,06TH ST,I-280 NORTHBOUND,
3082000,BRANNAN ST,06TH ST,I-280 NORTHBOUND,
23890000,06TH ST,BRANNAN ST,I-280 NORTHBOUND,
4044000,CIRCULAR AVE,I-280 N ON RAMP,I-280 S OFF RAMP,
19293000,I-280 N ON RAMP,CIRCULAR AVE,I-280 S OFF RAMP,
20996000,ALEMANY BLVD,ELLSWORTH ST,I-280 S OFF RAMP,
52262000,TARA ST,GENEVA AVE,I-280 S OFF RAMP,
20996000,ELLSWORTH ST,ALEMANY BLVD,I-280 S OFF RAMP,
21812000,I-280 N ON RAMP,CIRCULAR AVE,I-280 S OFF RAMP,
21812000,CIRCULAR AVE,I-280 N ON RAMP,I-280 S OFF RAMP,
13349000,TARA ST,GENEVA AVE,I-280 S OFF RAMP,
52262000,I-280 S ON RAMP,GENEVA AVE,I-280 S OFF RAMP,
19333000,I-280 S ON RAMP,GENEVA AVE,I-280 S OFF RAMP,
2157203,ALEMANY BLVD,ELLSWORTH ST,I-280 S OFF RAMP,
23819000,05TH ST,I-280 N OFF RAMP,I-280 S ON RAMP,
310000,05TH ST,I-280 N OFF RAMP,I-280 S ON RAMP,
23819000,I-280 N OFF RAMP,05TH ST,I-280 S ON RAMP,
6130201,GENEVA AVE,I-280 S OFF RAMP,I-280 S ON RAMP,
52262000,GENEVA AVE,I-280 S OFF RAMP,I-280 S ON RAMP,
52262000,I-280 S OFF RAMP,GENEVA AVE,I-280 S ON RAMP,
6130101,GENEVA AVE,I-280 S OFF RAMP,I-280 S ON RAMP,
3026201,BOSWORTH ST,ARLINGTON ST,I-280 S ON RAMP,
21930000,BOSWORTH ST,ARLINGTON ST,I-280 S ON RAMP,
21930000,ARLINGTON ST,BOSWORTH ST,I-280 S ON RAMP,
3026101,BOSWORTH ST,ARLINGTON ST,I-280 S ON RAMP,
52142000,HWY 101 S ON RAMP,I-280 NORTHBOUND,I-280 TO HWY 101 RAMP,
19314000,I-280 NORTHBOUND,HWY 101 S ON RAMP,I-280 TO HWY 101 RAMP,
19252000,HWY 101 S ON RAMP,I-280 NORTHBOUND,I-280 TO HWY 101 RAMP,
52272000,I-280 N ON RAMP,I-280 NORTHBOUND,I-280 TO HWY 101 RAMP,
52272000,I-280 NORTHBOUND,I-280 N ON RAMP,I-280 TO HWY 101 RAMP,
52142000,I-280 NORTHBOUND,HWY 101 S ON RAMP,I-280 TO HWY 101 RAMP,
19306000,I-280 NORTHBOUND,I-280 N ON RAMP,I-280 TO HWY 101 RAMP,
14214000,I-80 E ON RAMP,HILLCREST RD,I-80 E OFF RAMP,
3285000,BRYANT ST,04TH ST,I-80 E OFF RAMP,
34148000,I-80 E ON RAMP,HILLCREST RD,I-80 E OFF RAMP,
34148000,SOUTH GATE RD,HILLCREST RD,I-80 E OFF RAMP,
23834000,BRYANT ST,04TH ST,I-80 E OFF RAMP,
14238000,SOUTH GATE RD,HILLCREST RD,I-80 E OFF RAMP,
262000,04TH ST,BRYANT ST,I-80 E OFF RAMP,
23834000,04TH ST,BRYANT ST,I-80 E OFF RAMP,
24494000,01ST ST,HARRISON ST,I-80 E ON RAMP,
114000,01ST ST,HARRISON ST,I-80 E ON RAMP,
6713000,HARRISON ST,ESSEX ST,I-80 E ON RAMP,
30018000,HARRISON ST,ESSEX ST,I-80 E ON RAMP,
30018000,ESSEX ST,HARRISON ST,I-80 E ON RAMP,
34148000,I-80 E OFF RAMP,HILLCREST RD,I-80 E ON RAMP,
34148000,HILLCREST RD,I-80 E OFF RAMP,I-80 E ON RAMP,
23889000,05TH ST,BRYANT ST,I-80 E ON RAMP,
304000,05TH ST,BRYANT ST,I-80 E ON RAMP,
24494000,HARRISON ST,01ST ST,I-80 E ON RAMP,
6712000,HARRISON ST,01ST ST,I-80 E ON RAMP,
23889000,BRYANT ST,05TH ST,I-80 E ON RAMP,
3286000,BRYANT ST,05TH ST,I-80 E ON RAMP,
50085000,I-80 TO HWY 101 RAMP,HWY 101 TO I-80 RAMP,I-80 EASTBOUND,
50085000,HWY 101 TO I-80 RAMP,I-80 EASTBOUND,I-80 TO HWY 101 RAMP,
50085000,I-80 EASTBOUND,HWY 101 TO I-80 RAMP,I-80 TO HWY 101 RAMP,
19370000,I-80 EASTBOUND,HWY 101 TO I-80 RAMP,I-80 TO HWY 101 RAMP,
24509000,HARRISON ST,FREMONT ST,I-80 W OFF RAMP,
6711000,HARRISON ST,FREMONT ST,I-80 W OFF RAMP,
6720000,HARRISON ST,05TH ST,I-80 W OFF RAMP,
23908000,HARRISON ST,05TH ST,I-80 W OFF RAMP,
24509000,FREMONT ST,HARRISON ST,I-80 W OFF RAMP,
23908000,05TH ST,HARRISON ST,I-80 W OFF RAMP,
302000,05TH ST,HARRISON ST,I-80 W OFF RAMP,
34144000,TREASURE ISLAND RD,I-80 E OFF RAMP,I-80 W ON RAMP,
14208000,TREASURE ISLAND RD,I-80 E OFF RAMP,I-80 W ON RAMP,
6719000,HARRISON ST,04TH ST,I-80 W ON RAMP,
23906000,HARRISON ST,04TH ST,I-80 W ON RAMP,
23906000,04TH ST,HARRISON ST,I-80 W ON RAMP,
259000,04TH ST,HARRISON ST,I-80 W ON RAMP,
24782000,COLUMBUS AVE,GIBB ST,ILS LN,
4287000,COLUMBUS AVE,GIBB ST,ILS LN,
6172000,GIBB ST,COLUMBUS AVE,ILS LN,
24782000,GIBB ST,COLUMBUS AVE,ILS LN,
9447000,MUNICH ST,EXCELSIOR AVE,INA CT,
21619000,MUNICH ST,EXCELSIOR AVE,INA CT,
19297000,I-280 N ON RAMP,25TH ST,INDIANA ST,
23609000,I-280 N ON RAMP,25TH ST,INDIANA ST,
23609000,25TH ST,I-280 N ON RAMP,INDIANA ST,
1408000,25TH ST,I-280 N ON RAMP,INDIANA ST,
20779000,LOOMIS ST,BOUTWELL ST,INDUSTRIAL ST,
20788000,SHAFTER AVE,BARNEVELD AVE,INDUSTRIAL ST,
7211000,INDUSTRIAL ST OFF RAMP,ALEMANY BLVD,INDUSTRIAL ST,
33674000,INDUSTRIAL ST ON RAMP,BAY SHORE BLVD,INDUSTRIAL ST,
33693000,INDUSTRIAL ST OFF RAMP,ALEMANY BLVD,INDUSTRIAL ST,
33693000,INDUSTRIAL ST,ALEMANY BLVD,INDUSTRIAL ST OFF RAMP,
11400000,SAN BRUNO AV ON RAMP,ALEMANY BLVD,INDUSTRIAL ST OFF RAMP,
33693000,ALEMANY BLVD,INDUSTRIAL ST,INDUSTRIAL ST OFF RAMP,
33692000,SAN BRUNO AV ON RAMP,ALEMANY BLVD,INDUSTRIAL ST OFF RAMP,
2155000,ALEMANY BLVD,INDUSTRIAL ST,INDUSTRIAL ST OFF RAMP,
33674000,BAY SHORE BLVD,INDUSTRIAL ST,INDUSTRIAL ST ON RAMP,
33674000,INDUSTRIAL ST,BAY SHORE BLVD,INDUSTRIAL ST ON RAMP,
7209000,INDUSTRIAL ST,BAY SHORE BLVD,INDUSTRIAL ST ON RAMP,
33630000,HILTON ST,BAY SHORE BLVD,INDUSTRIAL ST ON RAMP,
2802201,BAY SHORE BLVD,INDUSTRIAL ST,INDUSTRIAL ST ON RAMP,
2801202,BAY SHORE BLVD,HILTON ST,INDUSTRIAL ST ON RAMP,
2802101,BAY SHORE BLVD,INDUSTRIAL ST,INDUSTRIAL ST ON RAMP,
33630000,BAY SHORE BLVD,HILTON ST,INDUSTRIAL ST ON RAMP,
19787000,UNNAMED 075,FISHER LOOP,INFANTRY TER,
51304000,UNNAMED 075,FISHER LOOP,INFANTRY TER,
15161101,INNES CT,COLEMAN ST,INNES AVE,
35034000,INNES CT,COLEMAN ST,INNES AVE,
20175000,MIDDLE POINT RD,INGALLS ST,INNES AVE,
15161201,INNES CT,COLEMAN ST,INNES AVE,
19068001,COLEMAN ST,INNES AVE,INNES CT,
35034000,INNES AVE,COLEMAN ST,INNES CT,
19829001,INNES AVE,COLEMAN ST,INNES CT,
35034000,COLEMAN ST,INNES AVE,INNES CT,
32967000,BURNETT AVE NORTH,BURNETT AVE,IRON ALY,
13692000,WISCONSIN ST,08TH ST,IRWIN ST,
23844000,WISCONSIN ST,08TH ST,IRWIN ST,
9582001,NEWHALL ST,CARROLL AVE,ISSLEIB AVE,
20540000,NEWHALL ST,CARROLL AVE,ISSLEIB AVE,
1038000,20TH ST,CAROLINA ST,JACK BALESTRERI WAY,
23738000,20TH ST,CAROLINA ST,JACK BALESTRERI WAY,
3712000,CAROLINA ST,20TH ST,JACK BALESTRERI WAY,
23738000,CAROLINA ST,20TH ST,JACK BALESTRERI WAY,
11656000,SAROYAN PL,COLUMBUS AVE,JACK KEROUAC ALY,
24794000,SAROYAN PL,COLUMBUS AVE,JACK KEROUAC ALY,
24577000,DAVIS CT,DAVIS ST,JACKSON ST,
